"88",32280,31826,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.14,0.19,88,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"89",31826,31738,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.03,89,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"90",31738,31423,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.05,0.05,90,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"91",31423,31369,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.04,0.04,91,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"92",31369,31187,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.04,0.05,92,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"93",31187,73982,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.04,0.04,93,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"94",73982,30687,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.08,0.09,94,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"95",30687,74836,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.23,0.25,95,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"96",74836,74837,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0,0.01,96,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"97",74837,29724,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.01,0.01,97,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"98",29724,73940,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.01,0.02,98,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"99",73940,29547,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.05,0.06,99,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"100",29547,28907,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.22,0.34,100,30,0,0,0.19,0,0,0,0,0,0,0,0,0
